Status da URL,Data de Entrada,Nome da Empresa,Segmento da Empresa,Plataforma,URL
1,2026-02-19,Grupo Muffato,Serviços e Outros,Gupy,https://carreiras.gupy.io/grupomuffato
1,2026-02-19,Grupo NC,Serviços e Outros,Gupy,https://carreiras.gupy.io/gruponc
1,2026-02-20,Grupo Nós,Serviços e Outros,Gupy,https://gruponos.gupy.io
0,2026-07-18,Grupo Pardini (Hermes Pardini),Saúde,Gupy,https://grupopardini.gupy.io
0,2026-07-18,Grupo Pereira (Fort Atacadista),Varejo e Consumo,Gupy,https://grupopereira.gupy.io
0,2026-07-18,Grupo Petrópolis,Agro e Alimentos,Gupy,https://grupopetropolis.gupy.io
1,2025-01-20,Grupo Primo,Serviços e Outros,Quickin,https://jobs.quickin.io/grupo-primo/jobs
1,2025-03-18,Grupo RV,Serviços e Outros,PandaPé,https://gruporv.pandape.infojobs.com.br
1,2026-02-19,Grupo Sabin,Saúde,Gupy,https://gruposabin.gupy.io
1,2026-05-20,Grupo Salta,Educação,Gupy,https://carreiras.gupy.io/salta
1,2026-02-19,Grupo SEB,Educação,Gupy,https://gruposeb.gupy.io
1,2026-02-19,Grupo Silvio Santos,Serviços e Outros,Gupy,https://gss.gupy.io
1,2026-02-19,Grupo Soma,Serviços e Outros,Gupy,https://gruposoma.gupy.io
1,2026-06-06,Grupo Trigo,Serviços e Outros,Gupy,https://grupotrigo.gupy.io
1,2026-02-19,Grupo Zaffari,Serviços e Outros,Gupy,https://grupozaffari.gupy.io
1,2026-07-18,GSK,Saúde,Site da Empresa,https://www.gsk.com/careers
1,2026-02-19,Guanabara,Serviços e Outros,Gupy,https://guanabara.gupy.io
1,2023-02-26,Gupy,Tecnologia,Gupy,https://vempra.gupy.io
1,2025-01-20,Gupy Tech,Tecnologia,Gupy,https://tech-career.gupy.io
1,2026-02-20,Gupy Tecnologia,Serviços e Outros,Gupy,https://gupy.gupy.io
0,2026-07-18,GWM,Indústria,Gupy,https://gwm.gupy.io
1,2026-07-18,H&M,Varejo e Consumo,Site da Empresa,https://career.hm.com
1,2026-07-18,Haleon,Saúde,Site da Empresa,https://www.haleon.com/careers
1,2025-01-19,Hapvida NotreDame Intermédica,Saúde,PandaPé,https://hapvidandi.pandape.infojobs.com.br
1,2026-02-19,Hashdex,Serviços e Outros,Gupy,https://carreiras.gupy.io/hashdex
1,2026-07-18,HashiCorp,Tecnologia,Site da Empresa,https://www.hashicorp.com/careers
1,2026-02-19,Havan,Serviços e Outros,Gupy,https://carreiras.gupy.io/havan
1,2026-06-05,Hays,Serviços e Outros,Site da Empresa,https://www.hays-careers.com/br/pt
1,2026-02-19,HBO (Warner Bros. Discovery),Serviços e Outros,Site da Empresa,https://careers.wbd.com/global/en
1,2026-02-19,HBR Realty,Serviços e Outros,Gupy,https://hbrrealty.gupy.io
1,2026-07-18,HCLTech,Tecnologia,Site da Empresa,https://www.hcltech.com/careers
0,2026-07-18,HCor,Saúde,Gupy,https://hcor.gupy.io
1,2026-02-19,HDI Seguros,Financeiro,Gupy,https://hdiseguros.gupy.io
1,2026-02-19,Heineken,Serviços e Outros,SuccessFactors,https://careers.theheinekencompany.com/Job-Listing
1,2026-06-06,Heineken Brasil,Agro e Alimentos,Site da Empresa,https://careers.theheinekencompany.com/HEINEKEN-Brasil?locale=pt_BR
1,2026-02-19,Helbor,Serviços e Outros,Gupy,https://helbor.gupy.io
1,2026-02-20,Henry Schein Brasil,Saúde,Gupy,https://henryschein.gupy.io
1,2023-02-26,Hering,Serviços e Outros,Gupy,https://ciahering.gupy.io
1,2026-05-21,Heringer,Serviços e Outros,Gupy,https://heringer.gupy.io
1,2026-07-18,Hershey's,Agro e Alimentos,Site da Empresa,https://careers.thehersheycompany.com
0,2026-05-21,Hewlett Packard Enterprise,Tecnologia,TeamTailor,https://hewlettpackardenterprise.teamtailor.com
1,2026-02-19,Hidrovias do Brasil,Serviços e Outros,Gupy,https://hidrovias.gupy.io
1,2026-02-19,Hilton,Serviços e Outros,Site da Empresa,https://jobs.hilton.com
1,2026-02-19,Hinode,Serviços e Outros,Gupy,https://grupohinode.gupy.io
1,2025-01-19,Honda,Indústria,Gupy,https://honda.gupy.io
1,2026-07-18,Honeywell,Indústria,Site da Empresa,https://careers.honeywell.com
1,2026-02-19,Hootsuite,Tecnologia,Manual,https://careers.hootsuite.com
1,2026-02-19,Hopper,Serviços e Outros,Site da Empresa,https://www.hopper.com/careers
0,2026-07-18,Hortifruti Natural da Terra,Varejo e Consumo,Gupy,https://hortifrutinaturaldaterra.gupy.io
1,2026-02-19,Hospital Care,Saúde,Gupy,https://hospitalcare.gupy.io
1,2026-05-21,Hospital Felício Rocho,Saúde,Gupy,https://hospitalfeliciorocho.gupy.io
1,2026-02-20,Hospital IGESP,Saúde,Vagas,https://www.vagas.com.br/vagas-de-igesp
1,2026-02-20,Hospital Moinhos de Vento,Saúde,Gupy,https://hospitalmoinhos.gupy.io
1,2026-05-21,Hospital Oswaldo Cruz,Saúde,Gupy,https://hospitaloswaldocruz.gupy.io
1,2026-05-21,Hospital São Lucas,Saúde,Gupy,https://hospitalsaolucas.gupy.io
1,2025-01-19,Hospital Sírio-Libanês,Saúde,SAP SuccessFactors,https://career19.sapsf.com/careers?company=sociedad02
1,2023-02-26,Hotmart,Tecnologia,Greenhouse,https://boards.eu.greenhouse.io/hotmartcareersbr
1,2026-07-18,HP Inc.,Tecnologia,Site da Empresa,https://jobs.hp.com
1,2026-05-21,HPE,Tecnologia,Gupy,https://hpe.gupy.io
1,2026-07-18,Huawei,Tecnologia,Site da Empresa,https://career.huawei.com
1,2026-02-19,HubSpot,Tecnologia,Site da Empresa,https://www.hubspot.com/careers
0,2026-07-18,Huggy,Tecnologia,Gupy,https://huggy.gupy.io
0,2026-07-18,Hurb,Serviços e Outros,Gupy,https://hurb.gupy.io
1,2026-02-19,Hyatt,Serviços e Outros,Site da Empresa,https://careers.hyatt.com
0,2025-03-18,Hyland,Tecnologia,iCIMS,https://careers-hyland.icims.com
1,2026-02-19,Hypera Pharma,Saúde,Gupy,https://hyperapharma.gupy.io
0,2026-07-18,Hyundai,Indústria,Gupy,https://hyundai.gupy.io
1,2026-07-18,Iberdrola,Energia e Utilities,Site da Empresa,https://www.iberdrola.com/careers
1,2026-02-19,IBM,Tecnologia,Brasio,https://www.ibm.com/br-pt/careers
1,2026-05-21,Ibmec,Educação,Gupy,https://ibmec.gupy.io
1,2026-02-19,Icatu Seguros,Financeiro,Vagas,https://trabalheconosco.vagas.com.br/icatuseguros
1,2026-02-20,ICI Curitiba,Tecnologia,Gupy,https://ici.gupy.io
1,2025-01-23,ICIMS,Tecnologia,Plataforma Interna,https://careers.icims.com/careers-home/jobs
0,2026-07-18,iClinic,Saúde,Gupy,https://iclinic.gupy.io
1,2026-05-21,ICTS Protiviti,Serviços e Outros,Gupy,https://ictsprotiviti.gupy.io
0,2026-07-18,ID Logistics,Logística e Mobilidade,Gupy,https://idlogistics.gupy.io
0,2026-07-18,Idwall,Tecnologia,Gupy,https://idwall.gupy.io
1,2024-11-22,iFood,Serviços e Outros,Greenhouse,https://job-boards.greenhouse.io/ifoodcarreiras
0,2026-07-18,Iguá Saneamento,Energia e Utilities,Gupy,https://igua.gupy.io
1,2026-02-19,Iguatemi,Serviços e Outros,Gupy,https://carreiras.gupy.io/iguatemi
1,2026-07-18,IKEA,Varejo e Consumo,Site da Empresa,https://jobs.ikea.com
1,2025-03-18,Ilegra,Tecnologia,Plataforma Interna,https://vagas.ilegra.com
1,2025-01-19,ília,Serviços e Outros,Greenhouse,https://boards.greenhouse.io/ilia
0,2026-07-18,Indicium,Tecnologia,Gupy,https://indicium.gupy.io
1,2026-07-18,Inditex/Zara,Varejo e Consumo,Site da Empresa,https://www.inditexcareers.com
0,2026-07-18,InDrive,Logística e Mobilidade,Site da Empresa,https://indrive.com/careers
1,2026-07-18,Informatica,Tecnologia,Site da Empresa,https://www.informatica.com/careers
1,2026-05-21,Infosys,Tecnologia,Gupy,https://infosys.gupy.io
1,2026-02-19,Infracommerce,Serviços e Outros,Gupy,https://carreiras.gupy.io/infracommerce
1,2026-02-22,Inkrypton,Tecnologia,Gupy,https://carreiras.gupy.io/inkrypton
0,2026-07-18,Insper,Educação,Gupy,https://insper.gupy.io
0,2026-07-18,Instituto Atlântico,Tecnologia,Gupy,https://institutoatlantico.gupy.io
0,2026-07-18,Instituto Eldorado,Tecnologia,Gupy,https://eldorado.gupy.io
0,2026-07-18,Integration Consulting,Serviços e Outros,Gupy,https://integration.gupy.io
1,2022-03-27,Intel,Tecnologia,Manual,https://jobs.intel.com
1,2026-06-05,Intelbras,Indústria,Site da Empresa,https://www.intelbras.com/pt-br/carreiras
1,2026-02-19,Intelipost,Serviços e Outros,Gupy,https://intelipost.gupy.io
1,2025-01-19,Inter,Financeiro,Greenhouse,https://boards.greenhouse.io/inter
1,2025-01-23,Intera,Financeiro,InHire,https://vagasbyintera.inhire.app/vagas
0,2026-07-18,InterCement,Indústria,Gupy,https://intercement.gupy.io
1,2026-02-19,Involves,Serviços e Outros,InHire,https://involves.inhire.app/vagas
0,2026-07-18,Iochpe-Maxion,Indústria,Gupy,https://maxion.gupy.io
1,2025-01-20,Ipiranga,Serviços e Outros,Gupy,https://ipiranga.gupy.io
1,2026-02-20,iPlace,Serviços e Outros,Gupy,https://iplace.gupy.io
0,2026-05-21,IPSEN,Saúde,TeamTailor,https://ipsen.teamtailor.com
1,2025-01-20,IQVIA,Serviços e Outros,Plataforma Interna,https://jobs.iqvia.com/en/search-jobs
1,2026-02-19,Irani Papel e Embalagem,Serviços e Outros,Gupy,https://carreiras.gupy.io/iranipapeleembalagem
1,2026-02-19,Isa CTEEP,Serviços e Outros,Gupy,https://isaenergiabrasil.gupy.io
1,2025-01-19,Isaac,Financeiro,Greenhouse,https://boards.greenhouse.io/isaac
0,2026-07-18,ISS,Serviços e Outros,Gupy,https://issworld.gupy.io
1,2026-02-19,Itambé,Serviços e Outros,Gupy,https://carreiras.gupy.io/itamb
1,2026-02-19,Itapemirim (Nova Itapemirim),Serviços e Outros,Gupy,https://carreiras.gupy.io/itapemirimnovaitapemirim
1,2023-02-26,Itaú,Financeiro,Gupy,https://vemproitau.gupy.io
1,2026-02-19,Itaú - Carreiras Internas,Financeiro,Gupy,https://carreirasinternasitau.gupy.io
1,2026-02-19,Itaú Cultural,Financeiro,Gupy,https://itaucultural.gupy.io
1,2026-02-19,Itaú Social,Serviços e Outros,Gupy,https://itausocial.gupy.io
1,2026-02-19,ITV,Serviços e Outros,Site da Empresa,https://www.itvjobs.com
1,2026-02-19,Iugu,Financeiro,InHire,https://iugu.inhire.app/vagas
0,2026-07-18,Iveco,Indústria,Site da Empresa,https://www.iveco.com/careers
0,2026-07-18,Jacto,Indústria,Gupy,https://jacto.gupy.io
0,2026-07-18,Jadlog,Logística e Mobilidade,Gupy,https://jadlog.gupy.io
0,2026-07-18,Jamef,Logística e Mobilidade,Gupy,https://jamef.gupy.io
1,2026-02-19,JBS,Serviços e Outros,Gupy,https://grupojbs.gupy.io
1,2026-02-19,JD.com,Serviços e Outros,Site da Empresa,https://corporate.jd.com/careers
1,2026-02-19,Jequiti,Serviços e Outros,Gupy,https://jequiti.gupy.io
1,2026-02-19,JHSF,Serviços e Outros,Gupy,https://jhsf.gupy.io
1,2026-02-19,João Fortes,Serviços e Outros,Gupy,https://carreiras.gupy.io/joofortes
1,2025-01-19,John Deere,Indústria,Eightfold,https://johndeere.eightfold.ai/careers
1,2026-02-19,Johnson & Johnson,Saúde,Workday,https://jj.wd5.myworkdayjobs.com/JJ
1,2025-03-22,JPMorgan Chase,Financeiro,Oracle Cloud,https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/jobs
1,2026-02-19,JSL,Serviços e Outros,Gupy,https://jsl.gupy.io
1,2026-02-19,Jungle,Serviços e Outros,Gupy,https://carreiras.gupy.io/jungle
1,2025-01-19,JusBrasil,Tecnologia,Greenhouse,https://boards.greenhouse.io/jusbrasil
1,2026-02-19,Kalunga,Serviços e Outros,Vagas,https://kalunga.pandape.infojobs.com.br
1,2026-07-18,Kamino,Financeiro,Gupy,https://kamino.gupy.io
1,2026-02-19,Kanastra,Financeiro,InHire,https://kanastra.inhire.app/vagas
1,2026-02-19,Kangu,Serviços e Outros,Gupy,https://carreiras.gupy.io/kangu
1,2026-05-20,Karsten,Indústria,Gupy,https://karsten.gupy.io
1,2026-02-19,Kaspersky,Tecnologia,Site da Empresa,https://careers.kaspersky.com
1,2026-02-19,Kavak,Indústria,PandaPé,https://kavakcom.pandape.infojobs.com.br
1,2026-07-18,Kearney,Serviços e Outros,Site da Empresa,https://www.kearney.com/careers
0,2026-07-18,Kellanova,Agro e Alimentos,Site da Empresa,https://careers.kellanova.com
1,2026-07-18,Kenvue,Saúde,Site da Empresa,https://www.kenvue.com/careers
1,2026-02-19,Kepler Weber,Serviços e Outros,Gupy,https://carreiras.gupy.io/keplerweber
1,2025-03-22,Keyrus,Serviços e Outros,Plataforma Interna,https://jobs.keyrus.com.br/jobs
1,2026-05-21,KFC,Serviços e Outros,Gupy,https://kfc.gupy.io
1,2026-05-21,KFC Brasil,Serviços e Outros,Gupy,https://kfcbrasil.gupy.io
1,2026-02-19,Khan Academy,Educação,Site da Empresa,https://www.khanacademy.org/about/careers
1,2025-01-20,Kimberly-Clark,Serviços e Outros,Workday,https://kimberlyclark.wd1.myworkdayjobs.com/GLOBAL
1,2026-05-21,Kinea,Financeiro,Gupy,https://kinea.gupy.io
1,2026-07-18,Kinross,Indústria,Gupy,https://kinross.gupy.io
1,2025-01-19,Kiwify,Tecnologia,InHire,https://kiwify.inhire.app/vagas
1,2026-02-19,Klabin,Indústria,InHire,https://klabin.inhire.app/vagas
0,2026-07-18,Klavi,Financeiro,Gupy,https://klavi.gupy.io
1,2025-03-22,KMM,Serviços e Outros,Gupy,https://carreiras.gupy.io/kmm
0,2026-07-18,Komatsu,Indústria,Gupy,https://komatsu.gupy.io
1,2026-02-19,Kora Saúde,Saúde,Sênior,https://platform.senior.com.br/hcmrs/hcm/curriculo/?tenant=korasaudecombr&tenantdomain=korasaude.com.br
1,2026-02-20,Korp ERP,Tecnologia,Gupy,https://korp.gupy.io
1,2026-02-19,Kovi,Serviços e Outros,Gupy,https://kovi.gupy.io
1,2026-02-19,KPMG,Serviços e Outros,InHire,https://carreira.inhire.com.br/carreiras/kpmg
1,2025-01-23,Kraft Heinz,Serviços e Outros,Plataforma Interna,https://careers.kraftheinz.com/job-search-results
1,2026-02-20,KRYPTUS,Tecnologia,Gupy,https://kryptus.gupy.io
0,2026-07-18,Kuehne+Nagel,Logística e Mobilidade,Site da Empresa,https://www.kuehne-nagel.com/careers
1,2026-05-21,Kumon,Educação,Gupy,https://kumon.gupy.io
1,2026-07-18,Kwai,Mídia e Entretenimento,Site da Empresa,https://www.kuaishou.com/careers
1,2025-01-20,Kwan,Tecnologia,Plataforma Interna,https://kwan.com/careers/#jobpost
1,2026-07-18,Kyndryl,Tecnologia,Site da Empresa,https://www.kyndryl.com/careers
1,2026-07-18,L'Oréal,Varejo e Consumo,Site da Empresa,https://careers.loreal.com
0,2026-07-18,Lactalis,Agro e Alimentos,Gupy,https://lactalis.gupy.io
1,2026-02-19,Lalamove Brasil,Serviços e Outros,Gupy,https://carreiras.gupy.io/lalamovebrasil
1,2026-02-19,Lar Cooperativa,Serviços e Outros,Senior,https://platform.senior.com.br/hcmrs/hcm/curriculo/?tenant=lar&tenantdomain=lar.ind.br
1,2026-06-05,LATAM Airlines,Logística e Mobilidade,Site da Empresa,https://www.latamairlines.com/br/pt/trabalhe-conosco
1,2025-03-18,Launchpad Technologies,Tecnologia,Greenhouse,https://job-boards.greenhouse.io/launchpadtechnologiesinc
0,2026-07-18,Lavoro,Agro e Alimentos,Gupy,https://lavoro.gupy.io
1,2026-02-19,Lavvi,Serviços e Outros,Gupy,https://carreiras.gupy.io/lavvi
1,2026-02-20,Le Biscuit Varejo,Varejo e Consumo,Gupy,https://lebiscuit.gupy.io
1,2025-01-23,LEGO,Tecnologia,Workday,https://lego.wd103.myworkdayjobs.com/LEGO_External
1,2026-02-19,Lenovo,Tecnologia,Site da Empresa,https://jobs.lenovo.com
1,2026-02-19,Leroy Merlin,Serviços e Outros,Site da Empresa,https://carreiras.leroymerlin.com.br
1,2025-03-18,Letrus,Tecnologia,InHire,https://letrus.inhire.app/vagas
1,2026-02-19,Leve Saúde,Saúde,Gupy,https://levesaude.gupy.io
1,2024-09-01,LevelUp,Serviços e Outros,Plataforma Interna,https://trampos.co/level-up
1,2026-02-19,Levo,Serviços e Outros,Gupy,https://carreiras.gupy.io/levo
1,2026-02-19,LG,Tecnologia,Manual,https://www.lg.com/global/careers
1,2025-01-19,LG Electronics do Brasil LTDA,Serviços e Outros,Gupy,https://lge.gupy.io
1,2026-02-19,Libbs,Serviços e Outros,Gupy,https://vempralibbs.gupy.io
1,2026-02-19,Liberty Seguros,Financeiro,Gupy,https://libertyseguros.gupy.io
1,2026-02-19,Librelato,Serviços e Outros,Vagas,https://www.librelato.com.br/trabalhe-conosco
1,2026-02-19,Light,Serviços e Outros,Vagas,https://www.light.com.br/grupo-light/Trabalhe-na-Light/default.aspx
1,2026-02-19,LinkedIn,Tecnologia,Site da Empresa,https://careers.linkedin.com
1,2026-02-20,LinkedIn Brasil,Tecnologia,Gupy,https://linkedin.gupy.io
1,2026-02-19,Linx,Tecnologia,Gupy,https://carreiras.gupy.io/linx
1,2026-02-19,Liv Up,Serviços e Outros,Gupy,https://carreiras.gupy.io/livup
1,2025-03-22,Live Nation,Serviços e Outros,Workday,https://livenation.wd503.myworkdayjobs.com/LNExternalSite
1,2023-02-26,Livelo,Financeiro,Gupy,https://carreiras.gupy.io/livelo
1,2026-02-19,Local Frio,Serviços e Outros,Gupy,https://fpcarreiras.gupy.io
1,2023-02-26,Localiza,Serviços e Outros,Gupy,https://localiza.gupy.io
0,2026-02-19,Locaweb,Tecnologia,Gupy,https://locaweb.gupy.io
1,2026-02-19,Loews Hotels,Serviços e Outros,Site da Empresa,https://www.loewshotels.com/careers
1,2025-01-19,Loft,Tecnologia,TeamTailor,https://loft.teamtailor.com/jobs.json
1,2026-02-19,Log Commercial Properties,Serviços e Outros,Gupy,https://logcp.gupy.io
1,2023-02-26,Loggi,Serviços e Outros,Workable,https://apply.workable.com/loggi
1,2026-02-20,Loggi Tecnologia,Serviços e Outros,Gupy,https://carreiras.gupy.io/loggi
1,2026-02-19,Login Logística,Logística e Mobilidade,Gupy,https://loginlogistica.gupy.io
1,2026-02-19,Logitech,Tecnologia,Manual,https://www.logitech.com/careers
1,2026-02-19,Lojas Cem,Varejo e Consumo,Gupy,https://carreiras.gupy.io/lojascem
1,2026-02-19,Lojas Quero-Quero,Varejo e Consumo,Vagas,https://www.queroquero.com.br/trabalhe-conosco
1,2025-01-19,Lojas Renner S.A.,Varejo e Consumo,Gupy,https://encantech.gupy.io
1,2026-02-20,Lojas Ypê,Varejo e Consumo,Gupy,https://carreirasype.gupy.io
1,2024-09-01,LOUD,Serviços e Outros,Gupy,https://loud.gupy.io
1,2026-07-18,Louis Dreyfus,Agro e Alimentos,Site da Empresa,https://www.ldc.com/careers
1,2026-02-19,Lufthansa,Serviços e Outros,Site da Empresa,https://www.lufthansagroup.careers
0,2026-05-20,LWSA,Tecnologia,Gupy,https://lwsa.gupy.io
1,2026-02-19,M. Dias Branco,Serviços e Outros,Gupy,https://mdiasbranco.gupy.io
1,2026-02-19,Mackenzie,Educação,Site da Empresa,https://mackenzie.br/trabalhe-conosco
1,2026-02-19,MadeiraMadeira,Serviços e Outros,Gupy,https://carreiras.gupy.io/madeiramadeira
1,2026-02-19,Madero,Serviços e Outros,Gupy,https://carreiras.gupy.io/madero
1,2026-07-18,Maersk,Logística e Mobilidade,Site da Empresa,https://www.maersk.com/careers
1,2026-02-19,Magalu,Serviços e Outros,InHire,https://magazineluiza.inhire.app
1,2026-02-19,Magazine Luiza,Serviços e Outros,Vagas,https://99jobs.com/magazine-luiza
1,2026-02-19,Magnetis,Serviços e Outros,Gupy,https://carreiras.gupy.io/magnetis
0,2026-07-18,Mahle,Indústria,Site da Empresa,https://www.mahle.com/careers
1,2026-02-19,Mais Mu,Serviços e Outros,Gupy,https://carreiras.gupy.io/maismu
0,2026-07-18,Malwee,Varejo e Consumo,Gupy,https://malwee.gupy.io
0,2026-07-18,ManpowerGroup,Serviços e Outros,Gupy,https://manpowergroup.gupy.io
1,2026-05-20,Mapfre,Financeiro,Gupy,https://carreiras.gupy.io/mapfre
1,2026-02-19,Mapfre Brasil,Serviços e Outros,Vagas,https://trabalheconosco.vagas.com.br/mapfre
1,2026-05-21,Maple Bear,Educação,Gupy,https://maplebear.gupy.io
1,2026-02-19,Marcopolo,Indústria,Gupy,https://carreiramarcopolo.gupy.io
1,2026-07-18,Marelli,Indústria,Site da Empresa,https://www.marelli.com/careers
1,2026-02-19,Marfrig,Serviços e Outros,Gupy,https://carreiras.gupy.io/marfrig
1,2026-02-20,Maria Filó Moda Br,Varejo e Consumo,Gupy,https://mariafilo.gupy.io
1,2026-02-19,Marisa,Serviços e Outros,Gupy,https://carreiras.gupy.io/marisa
1,2026-02-20,Marisol,Serviços e Outros,Gupy,https://marisol.gupy.io
1,2026-02-19,Marriott International,Serviços e Outros,Site da Empresa,https://jobs.marriott.com
1,2026-07-18,Mars,Agro e Alimentos,Site da Empresa,https://careers.mars.com
1,2026-02-19,Mart Minas,Serviços e Outros,Vagas,https://martminas.com.br/trabalhe-conosco
1,2026-02-20,Martins Atacado Var,Agro e Alimentos,Gupy,https://carreiras.gupy.io/martinsatacadovar
1,2025-01-23,Mash,Serviços e Outros,PandaPé,https://mash.pandape.infojobs.com.br
1,2026-02-19,Mastercard,Financeiro,Workday,https://mastercard.wd1.myworkdayjobs.com/CorporateCareers
1,2025-01-19,MasterClass,Serviços e Outros,Greenhouse,https://boards.greenhouse.io/masterclass
1,2026-02-19,Mater Dei,Serviços e Outros,Gupy,https://carreiras.gupy.io/materdei
0,2026-07-18,Matera,Financeiro,Gupy,https://matera.gupy.io
1,2026-05-21,Mazars,Tecnologia,Lever,https://jobs.lever.co/mazars
1,2026-07-18,McCain,Agro e Alimentos,Site da Empresa,https://careers.mccain.com
1,2026-07-18,McKinsey & Company,Serviços e Outros,Site da Empresa,https://www.mckinsey.com/careers
0,2026-07-18,Medtronic,Saúde,Site da Empresa,https://careers.medtronic.com
1,2026-02-19,Meituan,Tecnologia,Site da Empresa,https://zhaopin.meituan.com/en
0,2026-02-19,Melhor Envio,Serviços e Outros,Gupy,https://melhorenvio.gupy.io
1,2026-02-19,Melhoramentos,Serviços e Outros,Gupy,https://carreiras.gupy.io/melhoramentos
1,2026-02-19,Meliuz,Financeiro,InHire,https://meliuz.inhire.app/vagas
1,2026-02-19,Méliuz,Serviços e Outros,Gupy,https://meliuz.gupy.io
1,2026-02-19,Melnick,Serviços e Outros,Gupy,https://carreiras.gupy.io/melnick
1,2026-05-21,Memed,Saúde,Gupy,https://memed.gupy.io
1,2026-02-19,Mercado Bitcoin,Financeiro,InHire,https://mercadobitcoin.inhire.app/vagas
1,2024-11-22,Mercado Livre,Serviços e Outros,Eightfold,https://mercadolibre.eightfold.ai/careers
1,2026-06-06,Mercado Pago,Financeiro,Site da Empresa,https://careers-meli.mercadolibre.com/pt
1,2026-02-20,Mercedes-Benz Brasil,Indústria,Gupy,https://mercedes-benz.gupy.io
1,2024-05-20,Mercedes-Benz Caminhões & Ônibus (Externa),Indústria,Gupy,https://mercedes-benzcaminhoeseonibus.gupy.io
1,2026-07-18,Meta,Tecnologia,Site da Empresa,https://www.metacareers.com
1,2026-02-19,Metha (antiga OAS),Serviços e Outros,Gupy,https://carreiras.gupy.io/methaantigaoas
0,2026-07-18,MetLife,Financeiro,Site da Empresa,https://careers.metlife.com
1,2026-07-18,Metso,Indústria,Site da Empresa,https://www.metso.com/careers
1,2025-01-19,Michelin,Indústria,Workday,https://michelinhr.wd3.myworkdayjobs.com/Michelin
1,2026-02-19,Microsoft,Tecnologia,Site da Empresa,https://careers.microsoft.com
1,2026-02-19,Mills,Serviços e Outros,Gupy,https://mills.gupy.io
1,2026-02-19,Mimic,Serviços e Outros,Gupy,https://carreiras.gupy.io/mimic
1,2025-01-23,Mindbody,Tecnologia,Plataforma Interna,https://co.mindbodyonline.com/careers/opportunities
1,2026-02-20,Mineirao Atacarejo,Serviços e Outros,Gupy,https://mineirao.gupy.io
1,2026-02-19,Minerva Foods,Serviços e Outros,Gupy,https://minervafoods.gupy.io
1,2026-07-18,Minsait (Indra),Tecnologia,Site da Empresa,https://www.minsait.com/careers
1,2026-07-18,Miro,Tecnologia,Site da Empresa,https://miro.com/careers
1,2026-02-19,Mitre Realty,Serviços e Outros,Gupy,https://mitrerealty.gupy.io
1,2026-02-19,MJV,Serviços e Outros,InHire,https://mjv.inhire.app/vagas
1,2026-05-21,MOB,Serviços e Outros,TeamTailor,https://mob.teamtailor.com/jobs.json
1,2026-02-20,Mobit Tecnologia,Serviços e Outros,Gupy,https://mobit.gupy.io
1,2026-02-19,Mobly,Serviços e Outros,PandaPe,https://mobly.pandape.com.br
1,2026-02-19,Mombora,Serviços e Outros,Gupy,https://carreiras.gupy.io/mombora
1,2026-07-18,monday.com,Tecnologia,Site da Empresa,https://monday.com/careers
1,2026-02-20,Mondelez Brasil,Serviços e Outros,Gupy,https://mondelez.gupy.io
1,2025-03-18,Mondelez Internacional,Financeiro,Workday,https://wd3.myworkdaysite.com/en-US/recruiting/mdlz/External
1,2025-01-23,Mondial Eletrodomésticos,Serviços e Outros,Sólides,https://selecaogrupomk.vagas.solides.com.br
1,2026-07-18,MongoDB,Tecnologia,Site da Empresa,https://www.mongodb.com/careers
0,2026-07-18,Monkey Exchange,Financeiro,Gupy,https://monkey.gupy.io
1,2026-07-18,Monte Carlo Data,Tecnologia,Site da Empresa,https://www.montecarlodata.com/careers
1,2026-02-20,Monte Carlo Moda,Varejo e Consumo,Gupy,https://montecarlo.gupy.io
1,2026-07-18,Mosaic,Agro e Alimentos,Site da Empresa,https://mosaicco.com/careers
1,2025-01-23,Motorola Solutions,Tecnologia,Workday,https://motorolasolutions.wd5.myworkdayjobs.com/Careers
1,2026-02-19,Mottu,Serviços e Outros,Vagas,https://mottu.inhire.app
1,2026-02-19,Moura Dubeux,Serviços e Outros,Solides,https://mouradubeux.vagas.solides.com.br
1,2025-01-19,Movida,Indústria,Gupy,https://movida.gupy.io
0,2026-07-18,Movidesk,Tecnologia,Gupy,https://movidesk.gupy.io
1,2026-06-05,Movile,Tecnologia,Site da Empresa,https://www.movile.com.br/carreiras
1,2026-02-19,MRS Logística,Logística e Mobilidade,Vagas,https://www.mrs.com.br/trabalhe-conosco
1,2026-02-19,MRV,Serviços e Outros,Gupy,https://vagas-mrveco.gupy.io
1,2026-07-18,MSD,Saúde,Site da Empresa,https://jobs.msd.com
1,2026-07-19,MSPE Studios,Tecnologia,InHire,https://mspestudios.inhire.app/vagas
0,2026-07-18,Multilaser,Tecnologia,Gupy,https://multilaser.gupy.io
1,2026-02-20,Multilog,Serviços e Outros,Gupy,https://carreiras.gupy.io/multilog
1,2026-02-19,Multiplan,Serviços e Outros,Gupy,https://carreiras.gupy.io/multiplan
1,2026-05-20,Mundial S.A. - Produtos De Consumo,Varejo e Consumo,Gupy,https://mundial.gupy.io
1,2025-03-18,Mutant,Tecnologia,Gupy,https://mutantbrvagas.gupy.io
1,2025-03-18,Nadara,Tecnologia,Workday,https://nadara.wd3.myworkdayjobs.com/External
1,2026-05-20,Natura,Varejo e Consumo,Gupy,https://carreiras.gupy.io/natura
